,FIYAT,IL,ILCE,MAHALLE,ARSA_TIPI,METREKARE,TAPU_DURUMU,METREKARE_BIRIM_FIYAT,PARSEL,TAKAS_BILINMIYOR,TAKAS_EVET,TAKAS_HAYIR,KAT_KARSILIGI_EVET,KAT_KARSILIGI_HAYIR,KREDIYE_UYGUNLUK_BILINMIYOR,KREDIYE_UYGUNLUK_UYGUN,KREDIYE_UYGUNLUK_UYGUN DEGIL
11880,415000,IZMIR,TORBALI,YEDI EYLUL,I_K,318,MUSTAKIL PARSEL,13.65,13.0,0,0,1,0,1,0,1,0
11881,10000,KARAMAN,ERMENEK,ASAGICAGLAR,TARLA,4985,MUSTAKIL PARSEL,99.0,4.0,0,0,1,0,1,0,1,0
11882,175000,KONYA,KARATAY,ACIDORT,TARLA,12810,MUSTAKIL PARSEL,516.95,12.0,0,1,0,0,1,0,0,1
11883,17100,TOKAT,MERKEZ,DAYLIHACI,TARLA,6816,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
11886,185000,TEKIRDAG,HAYRABOLU,HAYRABOLU OSB,TARLA,4744,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
11887,700000,ANTALYA,KAS,BEZIRGAN,TARLA,1850,MUSTAKIL PARSEL,2140.4,727.2,0,0,1,0,1,0,1,0
11891,265000,BALIKESIR,GONEN,SEBEPLI,TARLA,10600,MUSTAKIL PARSEL,185.0,846.2,0,0,0,0,1,0,0,0
11892,85000,CANAKKALE,GELIBOLU,FINDIKLI,BAG,1200,MUSTAKIL PARSEL,672.4,277.2857142857143,0,0,0,0,1,0,0,0
11893,400000,MERSIN(ICEL),SILIFKE,ATAKENT,M_A,320,MUSTAKIL PARSEL,550.0,5.2,0,0,0,1,0,0,0,0
11895,89990,TEKIRDAG,SULEYMANPASA,SEMETLI,TARLA,3200,MUSTAKIL PARSEL,309.75,1.0,0,0,1,0,1,0,1,0
11897,145000,BALIKESIR,GONEN,AKCAALI,M_A,7500,MUSTAKIL PARSEL,6.0,263.27777777777777,0,0,1,0,1,0,0,0
11899,48000,ANKARA,POLATLI,KUSCU,TARLA,8009,MUSTAKIL PARSEL,516.95,196.0,0,0,1,0,1,1,0,0
11900,9000,KARAMAN,ERMENEK,ASAGICAGLAR,TARLA,3842,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
11901,11111,TRABZON,ORTAHISAR,KONAKLAR,I_K,4965,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,1,0,0,0,0
11902,19200,AFYONKARAHISAR,SINANPASA,KAYADIBI,M_A,75,MUSTAKIL PARSEL,1.0,4.0,0,0,1,0,1,0,1,0
11903,1000000,ANKARA,ELMADAG,HASANOGLAN BAHCELIEVLER,I_S,4212,MUSTAKIL PARSEL,516.95,23.0,0,0,0,0,1,0,0,0
11904,165000,SAKARYA,ADAPAZARI,ASIRLAR,TARLA,3300,MUSTAKIL PARSEL,50382.94166666667,551.0,0,0,0,0,1,0,0,0
11906,200000,YALOVA,ALTINOVA,HURRIYET,I_K,440,MUSTAKIL PARSEL,752.2857142857143,13.571428571428571,0,0,0,1,0,0,0,0
11908,8,BOLU,MERKEZ,GOLYUZU,I_K,843,MUSTAKIL PARSEL,240.0,89.66666666666667,0,0,0,1,0,0,0,0
11910,45000,KONYA,KARAPINAR,KAYACIK,TARLA,9200,MUSTAKIL PARSEL,116.5,533.0,0,0,0,0,1,0,0,0
11912,27000,KONYA,HADIM,GOYNUKKISLA,TARLA,13750,MUSTAKIL PARSEL,437.0,187.33333333333334,0,0,1,0,1,0,1,0
11914,310000,ANKARA,MAMAK,KUTLUDUGUN,TARLA,10180,HISSELI TAPU,516.95,89.66666666666667,0,0,1,0,1,0,1,0
11916,450000,MALATYA,YESILYURT,DILEK,BAHCE,4000,MUSTAKIL PARSEL,5268.915384615384,33.0,0,0,0,1,0,0,0,0
11918,1250000,ISTANBUL,BEYLIKDUZU,DEREAGZI,I_K,406,MUSTAKIL PARSEL,1518.0,67.0,0,0,1,0,1,0,1,0
11920,240000,MUGLA,MILAS,ISMET PASA,I_K,158,MUSTAKIL PARSEL,522.0,2.3333333333333335,0,0,0,0,1,0,0,0
11921,98000,ESKISEHIR,TEPEBASI,MOLLAOGLU,TARLA,8450,MUSTAKIL PARSEL,63.0,659.0,0,0,0,1,0,0,0,0
11922,1800000,MUGLA,BODRUM,GURECE,BAG,18000,MUSTAKIL PARSEL,1654.1666666666667,205.25,0,0,1,0,1,0,1,0
11924,285000,DENIZLI,PAMUKKALE,CANKURTARAN,K_T,686,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,0,0
11926,115000,ISTANBUL,ARNAVUTKOY,YASSIOREN,I_K,163,HISSELI TAPU,221.0,46.0,0,1,0,0,1,0,0,1
11928,650000,KAYSERI,KOCASINAN,HIMMETDEDE,K_T,2938,MUSTAKIL PARSEL,221.0,3.0,0,0,1,0,1,0,1,0
11929,209285,KOCAELI,CAYIROVA,SEKERPINAR,M_A,130,MUSTAKIL PARSEL,12.0,704.8571428571429,0,0,1,0,1,0,1,0
11930,1200000,ANTALYA,KONYAALTI,CAKIRLAR,TARLA,1090,MUSTAKIL PARSEL,166.0,531.3333333333334,0,0,0,0,1,0,0,0
11931,45000,EDIRNE,UZUNKOPRU,BAYRAMLI,TARLA,3500,MUSTAKIL PARSEL,841.6875,296.1764705882353,0,0,1,0,1,0,1,0
11932,15000,KARAMAN,ERMENEK,ASAGICAGLAR,TARLA,3976,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
11933,320000,MUGLA,MILAS,TUZABAT,I_K,560,MUSTAKIL PARSEL,11435.5,303.9230769230769,0,0,0,0,1,0,0,0
11936,13500,KAHRAMANMARAS,ELBISTAN,BEYYURDU,TARLA,14000,MUSTAKIL PARSEL,2.43,556.0,0,0,1,0,1,0,1,0
11937,495000,ANTALYA,ALANYA,GOZUKUCUKLU,I_K,1000,MUSTAKIL PARSEL,7416.586781609196,11.0,0,0,1,1,0,0,1,0
11940,125000,BILECIK,OSMANELI,SELCIK,TARLA,2907,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
11942,550000,EDIRNE,HAVSA,BAKISLAR,TARLA,6570,MUSTAKIL PARSEL,3.5,89.66666666666667,0,0,0,1,0,0,0,0
11943,255000,DUZCE,AKCAKOCA,YALI,BAHCE,442,MUSTAKIL PARSEL,610.0,2.3333333333333335,0,0,1,0,1,0,1,0
11947,780000,ISTANBUL,TUZLA,AYDINLI,I_K,190,MUSTAKIL PARSEL,985.0,871.6666666666666,0,0,0,0,1,0,0,0
11949,1700000,MERSIN(ICEL),TOROSLAR,ARPACSAKARLAR,I_K,4880,MUSTAKIL PARSEL,516.95,1.0,0,0,1,0,1,0,0,0
11950,44000,TRABZON,YOMRA,KOMURCU,TARLA,2299,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
11951,250000,TOKAT,MERKEZ,GUMENEK,TARLA,1713,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
11952,200000,SAMSUN,ATAKUM,CAKIRLAR,I_K,786,MUSTAKIL PARSEL,317.0,89.66666666666667,0,0,0,0,1,0,0,0
11953,80000,BALIKESIR,ERDEK,YUKARIYAPICI,BAHCE,525,MUSTAKIL PARSEL,516.95,40.0,0,0,0,0,1,0,0,0
11954,1250000,ANKARA,KAHRAMANKAZAN,ORHANIYE,I_S,3940,MUSTAKIL PARSEL,580.0,1.0,0,0,1,0,1,0,1,0
11955,55000,ANKARA,CANKAYA,KARATAS,BAHCE,200,MUSTAKIL PARSEL,8150.759999999999,5.0,0,0,0,0,1,0,0,0
11956,750000,KOCAELI,KANDIRA,SEREFSUNGUR,TARLA,9900,MUSTAKIL PARSEL,516.95,79.0,0,1,0,1,0,0,1,0
11957,390000,MUGLA,ULA,GOKOVA,I_K,375,MUSTAKIL PARSEL,1.0,16.2,0,0,0,0,1,0,0,0
11959,817000,MUGLA,ORTACA,FEVZIYE,I_K,817,MUSTAKIL PARSEL,377.0,130.0,0,0,1,0,1,0,0,0
11960,260000,ANTALYA,KEPEZ,HUSNU KARAKAS,I_K,175,HISSELI TAPU,250.0,1.0,0,1,0,1,0,0,1,0
11961,250000,ISTANBUL,SILIVRI,SANCAKTEPE,M_A,550,MUSTAKIL PARSEL,536.8571428571429,322.05555555555554,0,0,1,0,1,1,0,0
11963,350000,MUGLA,MENTESE,YERKESIK,I_K,800,MUSTAKIL PARSEL,746.5434782608696,487.57142857142856,0,0,0,0,1,0,0,0
11964,500000,MERSIN(ICEL),SILIFKE,ATAKENT,I_K,484,MUSTAKIL PARSEL,1500.0,2.0,0,0,1,0,1,0,1,0
11965,350000,BURSA,IZNIK,GURMUZLU,BAHCE,15000,MUSTAKIL PARSEL,27.0,166.04761904761904,0,0,1,0,1,0,1,0
11967,90000,KONYA,MERAM,BORUKTOLU,TARLA,3361,MUSTAKIL PARSEL,516.95,1.0,0,0,0,0,1,0,1,0
11970,625000,ANTALYA,ALANYA,AVSALLAR,TARLA,1392,MUSTAKIL PARSEL,573.0,16.0,0,0,0,0,1,0,0,0
11971,170000,BALIKESIR,BANDIRMA,100. YIL,I_K,230,MUSTAKIL PARSEL,470.0,190.9,0,0,1,0,1,0,1,0
11972,265000,ANTALYA,ALANYA,GOZUKUCUKLU,I_K,980,MUSTAKIL PARSEL,316.5,8.25,0,0,0,0,1,0,0,0
11973,1250000,ANKARA,GOLBASI,KARAOGLAN,TARLA,9370,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
11975,275000,CANAKKALE,EZINE,ULUKOY,TARLA,12300,MUSTAKIL PARSEL,30.0,69.66666666666667,0,0,1,0,1,1,0,0
11976,100000,IZMIR,ALIAGA,B. HAYRETTIN PASA,BAHCE,500,MUSTAKIL PARSEL,3848.1353333333336,297.949494949495,0,0,0,0,1,0,0,0
11980,400000,MUGLA,MILAS,KORUCUK,TARLA,2200,MUSTAKIL PARSEL,2.0,365.1666666666667,0,0,0,0,1,0,0,0
11987,1250000,KARAMAN,MERKEZ,KIRBAGI,I_T,1000,MUSTAKIL PARSEL,7416.586781609196,10.0,0,1,0,0,1,0,1,0
11988,950000,KIRKLARELI,VIZE,KIZILAGAC,TARLA,12500,MUSTAKIL PARSEL,12789.996666666666,37.333333333333336,0,0,0,0,1,0,0,0
11990,55000,CANAKKALE,GELIBOLU,BAYIRKOY,TARLA,475,MUSTAKIL PARSEL,1272.0,89.66666666666667,0,0,0,0,1,0,0,0
11991,400000,CANAKKALE,MERKEZ,SARICAELI,TARLA,750,MUSTAKIL PARSEL,361.9,190.6,0,0,0,0,1,0,0,0
11992,350000,TEKIRDAG,SULEYMANPASA,ISIKLAR,TARLA,7965,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
11994,6750,MALATYA,ARAPGIR,KAYAKESEN,TARLA,2365,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
11995,250000,KONYA,MERAM,PIREBI,I_K,230,MUSTAKIL PARSEL,470.0,190.9,0,0,1,0,1,1,0,0
11996,150000,CANAKKALE,AYVACIK,KOZLU,ZEYTINLIK,1386,MUSTAKIL PARSEL,288.0,1.0,0,0,1,0,1,0,1,0
11997,215000,KIRKLARELI,DEMIRKOY,YESILCE,TARLA,3931,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
11998,890000,BALIKESIR,GOMEC,KARAAGAC,I_K,800,MUSTAKIL PARSEL,746.5434782608696,487.57142857142856,0,0,0,0,1,0,0,0
12001,1234444,AGRI,ELESKIRT,ALAGUN,BAG,123,MUSTAKIL PARSEL,516.95,6.0,0,0,0,0,1,0,0,0
12002,64800,ADANA,POZANTI,YENIKONACIK,I_K,432,MUSTAKIL PARSEL,1.75,166.5,0,0,1,0,1,0,1,0
12004,1000000,SINOP,BOYABAT,CAMLICA,I_K,569,MUSTAKIL PARSEL,382.0,77.0,0,0,0,1,0,0,1,0
12008,1222000,ADANA,YUREGIR,AKDENIZ,I_S,2445,MUSTAKIL PARSEL,516.95,9.0,0,0,1,0,1,1,0,0
12010,255000,BURDUR,YESILOVA,KARAATLI,TARLA,2384,MUSTAKIL PARSEL,300.0,11.0,0,0,0,0,1,0,0,0
12011,51000,BILECIK,OSMANELI,CIFTLIK,TARLA,12129,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
12012,77000,ANKARA,GOLBASI,YAYLABAG,M_A,257,HISSELI TAPU,1.0,2.0,0,0,1,0,1,0,0,0
12013,27000,TOKAT,MERKEZ,MADAS,TARLA,7900,MUSTAKIL PARSEL,400.0,1.3333333333333333,0,0,1,0,1,0,1,0
12015,450000,KONYA,KARATAY,SARACOGLU,TARLA,14710,MUSTAKIL PARSEL,516.95,99.0,0,0,1,0,1,0,0,1
12016,63000,CORUM,MERKEZ,BUGDUZ,BAHCE,600,HISSELI TAPU,21.0,300.0,0,0,1,0,1,0,0,1
12017,100000,AYDIN,EFELER,OSMAN YOZGATLI,I_K,87,MUSTAKIL PARSEL,516.95,1.0,0,0,0,0,1,1,0,0
12019,175000,BARTIN,MERKEZ,SUTLUCE,TARLA,3000,MUSTAKIL PARSEL,589.6111111111111,364.4871794871795,0,0,0,1,0,0,0,0
12020,845000,BALIKESIR,EDREMIT,CIKRIKCI,TARLA,7541,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
12022,200000,KOCAELI,KANDIRA,KANATLAR,TARLA,3793,MUSTAKIL PARSEL,516.95,7.0,0,0,1,0,1,0,0,0
12023,900000,BALIKESIR,EDREMIT,GURE,ZEYTINLIK,8500,MUSTAKIL PARSEL,18329.272727272728,1.0,0,0,1,0,1,0,0,1
12024,600000,BURSA,NILUFER,KARACAOBA,TARLA,4150,MUSTAKIL PARSEL,516.95,695.0,0,0,0,0,1,0,0,0
12025,150000,ANKARA,ELMADAG,HASANOGLAN BAHCELIEVLER,I_K,4665,HISSELI TAPU,516.95,1.0,0,0,1,1,0,0,0,1
12032,350000,CANAKKALE,AYVACIK,MISVAK,TARLA,10000,MUSTAKIL PARSEL,15.0,5.0,0,0,0,0,1,0,0,0
12035,45500,NIGDE,MERKEZ,AHIPASA,TARLA,13542,MUSTAKIL PARSEL,1.0,89.66666666666667,0,0,1,0,1,0,1,0
12036,299000,DUZCE,MERKEZ,SEHIT BAYRAM GOKMEN,K_T,818,MUSTAKIL PARSEL,516.95,4.0,0,0,1,0,1,0,1,0
12037,175000,KAHRAMANMARAS,DULKADIROGLU,YENI SEHIR,BAG,181,MUSTAKIL PARSEL,1.0,89.66666666666667,0,0,1,0,1,0,0,1
12038,12000,NIGDE,MERKEZ,ORHANLI (YAVUZ),TARLA,5000,MUSTAKIL PARSEL,11111.59142857143,544.2083333333334,0,0,1,0,1,0,1,0
12039,315000,ANKARA,GOLBASI,HACILAR,I_K,1500,MUSTAKIL PARSEL,4296.848484848485,285.71794871794873,0,0,0,0,1,0,0,0
12040,35000,ANTALYA,KUMLUCA,KUZCA,TARLA,5014,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,1,0,0,0,0
12042,180000,BALIKESIR,ERDEK,BELKIS,I_K,265,MUSTAKIL PARSEL,377.0,16.0,0,0,0,0,1,0,0,0
12043,1100000,ANTALYA,KUMLUCA,YAZIR,TARLA,10700,MUSTAKIL PARSEL,130.0,91.0,0,1,0,1,0,0,1,0
12044,455000,IZMIR,ALIAGA,FATIH,TARLA,4370,MUSTAKIL PARSEL,1.01,107.0,0,0,0,0,1,0,0,0
12045,24000,CANAKKALE,BIGA,ILYASALAN,TARLA,1925,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
12046,505000,ADIYAMAN,KAHTA,YAVUZ SELIM,I_K,500,MUSTAKIL PARSEL,3848.1353333333336,40.0,0,0,1,0,1,0,1,0
12048,150000,ESKISEHIR,TEPEBASI,EMIRCEOGLU,TARLA,6213,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
12050,175000,TEKIRDAG,MURATLI,YUKARISEVINDIKLI,TARLA,7900,MUSTAKIL PARSEL,400.0,1.3333333333333333,0,0,0,0,1,0,1,0
12051,269000,ESKISEHIR,TEPEBASI,KIZILINLER,TARLA,11410,MUSTAKIL PARSEL,516.95,73.0,0,1,0,1,0,0,0,0
12054,320000,ANKARA,CUBUK,ESENBOGA MERKEZ,I_K,734,MUSTAKIL PARSEL,516.95,8.0,0,0,1,1,0,0,1,0
12055,120000,KONYA,SELCUKLU,TOMEK,TARLA,2977,HISSELI TAPU,516.95,9.0,0,0,1,0,1,0,1,0
12056,130000,BALIKESIR,BANDIRMA,CINGE,TARLA,708,MUSTAKIL PARSEL,34.0,37.0,0,0,1,0,1,0,1,0
12057,750000,EDIRNE,MERKEZ,ISKENDER,TARLA,1432,MUSTAKIL PARSEL,1.0,89.66666666666667,0,0,0,1,0,0,0,0
12058,600000,KOCAELI,KARAMURSEL,YALAKDERE,TARLA,17000,MUSTAKIL PARSEL,311.25,488.5,0,0,0,0,1,0,1,0
12059,550000,BURSA,GEMLIK,HAYDARIYE,TARLA,3000,MUSTAKIL PARSEL,50.0,364.4871794871795,0,0,1,0,1,0,0,0
12061,423000,KONYA,SELCUKLU,YUKARIPINARBASI,TARLA,8460,MUSTAKIL PARSEL,516.95,11.0,0,0,1,0,1,0,0,1
12062,85000,SAMSUN,TEKKEKOY,CIRAKMAN,TARLA,2645,MUSTAKIL PARSEL,151.0,89.66666666666667,0,0,1,0,1,0,1,0
12063,1250000,KARABUK,SAFRANBOLU,BOSTANBUKU,I_T,9300,MUSTAKIL PARSEL,104.5,62.5,0,0,0,0,1,0,0,0
12066,310000,ANKARA,POLATLI,SEHITLIK,I_K,222,MUSTAKIL PARSEL,1562.75,6.0,0,1,0,0,1,0,1,0
12068,320000,EDIRNE,MERKEZ,HIDIRAGA,TARLA,4750,MUSTAKIL PARSEL,47173.333333333336,168.71428571428572,0,0,0,0,1,0,0,0
12069,20000,CANAKKALE,LAPSEKI,BEYCAYIRI,BAHCE,600,MUSTAKIL PARSEL,604.6363636363636,47.0,0,1,0,0,1,0,1,0
12070,700000,MUGLA,BODRUM,TURGUTREIS,TARLA,4714,HISSELI TAPU,516.95,89.66666666666667,0,0,1,0,1,0,1,0
12071,975000,MUGLA,MENTESE,ORTA,TARLA,10224,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
12072,55000,KIRKLARELI,KOFCAZ,TATLIPINAR,TARLA,7627,MUSTAKIL PARSEL,110.0,38.0,0,0,1,0,1,0,1,0
12073,30600,KAHRAMANMARAS,ELBISTAN,KARAMAGARA,TARLA,7292,MUSTAKIL PARSEL,900.0,89.66666666666667,0,0,1,0,1,0,1,0
12074,10000,KARAMAN,ERMENEK,PAMUKLU,TARLA,1338,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
12076,820000,NIGDE,MERKEZ,EFENDIBEY,BAG,8700,MUSTAKIL PARSEL,564.25,190.14285714285714,0,0,0,0,1,0,0,0
12078,650000,MANISA,YUNUSEMRE,EVRENOS,BAG,8400,MUSTAKIL PARSEL,378.5,161.0,0,0,1,0,1,0,0,0
12079,1000000,ANKARA,SINCAN,UCRET,TARLA,13400,HISSELI TAPU,516.95,18.0,0,0,1,0,1,0,0,1
12080,480000,IZMIR,SEFERIHISAR,BEYLER,BAG,15200,MUSTAKIL PARSEL,105.0,29.0,0,0,0,0,1,0,0,0
12082,300000,KOCAELI,IZMIT,TURGUT,I_K,250,MUSTAKIL PARSEL,7351.9047619047615,623.4848484848485,0,1,0,0,1,0,1,0
12083,365000,TEKIRDAG,ERGENE,MARMARACIK OSB,I_K,410,MUSTAKIL PARSEL,454.6,124.125,0,0,0,0,1,0,0,0
12084,270000,ANKARA,SINCAN,COKOREN,TARLA,7606,MUSTAKIL PARSEL,755.0,66.0,0,0,1,0,1,0,1,0
12086,300000,SAMSUN,ATAKUM,CAKIRLAR YALI,I_K,350,MUSTAKIL PARSEL,709.3928571428571,481.9,0,0,1,0,1,0,0,0
12087,1300000,ANKARA,PURSAKLAR,TEVFIK ILERI,I_T,800,MUSTAKIL PARSEL,746.5434782608696,487.57142857142856,0,0,0,1,0,0,0,0
12090,210000,BURDUR,BUCAK,CAMLIK (SAHIL),TARLA,6000,MUSTAKIL PARSEL,9529.823999999999,477.9259259259259,0,0,0,0,1,0,0,0
12091,36000,SIVAS,GEMEREK,HACIYUSUF,TARLA,11771,MUSTAKIL PARSEL,50.0,89.66666666666667,0,0,1,0,1,0,1,0
12092,86500,ANKARA,MAMAK,KARSIYAKA,I_K,450,MUSTAKIL PARSEL,668.5,408.6470588235294,0,0,1,0,1,0,1,0
12093,60000,ANTALYA,KUMLUCA,ADRASAN,TARLA,13700,MUSTAKIL PARSEL,516.95,672.0,0,1,0,0,1,0,1,0
12094,29070,TOKAT,MERKEZ,DAYLIHACI,TARLA,10440,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
12095,325000,DENIZLI,MERKEZEFENDI,YESILYAYLA,BAHCE,5903,MUSTAKIL PARSEL,516.95,89.66666666666667,0,1,0,1,0,0,1,0
12097,415000,TEKIRDAG,SULEYMANPASA,BAHCELIEVLER,I_K,442,MUSTAKIL PARSEL,610.0,2.3333333333333335,0,0,0,0,1,0,0,0
12098,1126000,ANKARA,GOLBASI,GOKCEHUYUK,TARLA,9009,MUSTAKIL PARSEL,516.95,13.0,0,0,1,0,1,1,0,0
12099,37000,BALIKESIR,GOMEC,HACIOGLU,I_K,111,MUSTAKIL PARSEL,111.0,114.0,0,0,0,0,1,0,0,0
12100,340000,BALIKESIR,HAVRAN,MESCIT,ZEYTINLIK,2600,MUSTAKIL PARSEL,100.96428571428571,193.22222222222223,0,0,1,0,1,0,0,1
12102,185000,CANAKKALE,AYVACIK,ARIKLI,ZEYTINLIK,8300,HISSELI TAPU,6758.833333333333,463.25,0,0,1,0,1,0,1,0
12104,575000,SAKARYA,KARASU,ADATEPE,I_K,5192,MUSTAKIL PARSEL,20.0,89.66666666666667,0,0,1,0,1,0,1,0
12108,130000,DENIZLI,PAMUKKALE,AKKOY,TARLA,500,MUSTAKIL PARSEL,3848.1353333333336,1.0,0,1,0,0,1,1,0,0
12110,850000,IZMIR,MENEMEN,YAYLA,BAHCE,7000,MUSTAKIL PARSEL,481.75,36.0,0,0,0,0,1,0,0,0
12111,190000,GAZIANTEP,SAHINBEY,AKPINAR,BAHCE,3500,MUSTAKIL PARSEL,841.6875,30.0,0,0,1,0,1,0,0,1
12113,106250,KONYA,KARATAY,OBRUK,TARLA,4913,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
12114,650000,BALIKESIR,GOMEC,KARAAGAC,ZEYTINLIK,11000,MUSTAKIL PARSEL,6105.8,186.33333333333334,0,1,0,0,1,0,1,0
12115,1000000,MUGLA,MENTESE,YERKESIK,TARLA,11395,MUSTAKIL PARSEL,516.95,89.66666666666667,0,1,0,0,1,0,0,0
12116,117000,TEKIRDAG,SARAY,BOZOBA,M_A,597,MUSTAKIL PARSEL,6333.666666666667,1.0,0,0,1,0,1,0,1,0
12117,350000,TEKIRDAG,SULEYMANPASA,BARBAROS,I_K,2500,MUSTAKIL PARSEL,23037.81818181818,413.75,0,0,0,0,1,0,0,0
12118,1000000,ZONGULDAK,EREGLI,BALI,TARLA,3780,MUSTAKIL PARSEL,516.95,3.0,0,1,0,0,1,0,1,0
12119,95000,KOCAELI,KANDIRA,SINANLIBILALLI,BAHCE,1250,MUSTAKIL PARSEL,1365.4,89.0,0,1,0,0,1,0,0,1
12120,5175,KONYA,HADIM,YELMEZ,TARLA,1522,MUSTAKIL PARSEL,300.0,89.66666666666667,0,0,1,0,1,0,1,0
12121,200000,IZMIR,ALIAGA,ASAGISAKRAN,M_A,172,MUSTAKIL PARSEL,516.95,16.0,0,0,0,0,1,0,0,0
12122,125000,KIRKLARELI,BABAESKI,KURTULUS,M_A,421,MUSTAKIL PARSEL,614.6666666666666,32.5,0,0,0,0,1,0,0,0
12123,185000,SAKARYA,GEYVE,KARACAM,BAHCE,1288,MUSTAKIL PARSEL,516.95,627.0,0,0,0,0,1,0,0,0
12124,500000,IZMIR,FOCA,ILIPINAR,ZEYTINLIK,10000,MUSTAKIL PARSEL,4065.548387096774,287.3333333333333,0,0,0,0,1,0,0,0
12128,130000,ESKISEHIR,TEPEBASI,ULUDERE,BAHCE,1059,MUSTAKIL PARSEL,1.2,89.66666666666667,0,0,0,0,1,0,0,0
12130,470000,IZMIR,FOCA,MUSTAFA KEMAL ATATURK,I_K,362,MUSTAKIL PARSEL,800.0,8.0,0,0,1,0,1,0,1,0
12131,500000,BALIKESIR,AYVALIK,MITHATPASA,ZEYTINLIK,1790,MUSTAKIL PARSEL,516.95,1.0,0,0,1,0,1,0,1,0
12132,332000,KAHRAMANMARAS,ONIKISUBAT,AGCALI,I_K,415,MUSTAKIL PARSEL,2083.0,50.5,0,1,0,1,0,0,1,0
12134,28800,KUTAHYA,MERKEZ,SOBRAN,TARLA,3548,MUSTAKIL PARSEL,55.0,6.0,0,0,1,0,1,0,1,0
12135,145000,AYDIN,NAZILLI,SAILER,ZEYTINLIK,9053,MUSTAKIL PARSEL,516.95,668.0,0,0,1,0,1,0,1,0
12137,1200000,BURSA,MUDANYA,OMERBEY,I_K,865,MUSTAKIL PARSEL,846.6666666666666,26.0,0,0,0,0,1,0,0,0
12138,285000,BILECIK,SOGUT,YAKACIK,TARLA,13651,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
12139,35000,CANAKKALE,BIGA,GEREDELLI,TARLA,1788,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,0,0
12141,520000,TEKIRDAG,CORLU,ONERLER,I_K,400,MUSTAKIL PARSEL,7.0,288.86206896551727,0,0,0,0,1,0,0,0
12142,600000,ANKARA,POLATLI,FATIH,I_K,795,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,0,0,1,0,1,0
12145,1250000,BARTIN,MERKEZ,DALLICA,I_K,3600,MUSTAKIL PARSEL,1.0,15.5,0,0,1,0,1,0,1,0
12147,140000,ANKARA,YENIMAHALLE,SUSUZ,I_K,140,HISSELI TAPU,45053.4,8.0,0,0,1,1,0,0,0,0
12150,1700000,ANTALYA,KEPEZ,KIRISCILER,TARLA,5850,MUSTAKIL PARSEL,100.5,1.0,0,0,0,0,1,0,0,0
12154,6000,KAHRAMANMARAS,ANDIRIN,AKGUMUS,TARLA,14125,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
12156,138000,CORUM,MERKEZ,BAHCELIEVLER,I_K,303,MUSTAKIL PARSEL,816.3333333333334,99.0,0,0,1,0,1,0,1,0
12157,85000,BALIKESIR,GOMEC,KARAAGAC,ZEYTINLIK,1120,MUSTAKIL PARSEL,350.0,23.0,0,0,0,0,1,0,0,0
12159,375500,KIRKLARELI,MERKEZ,KAVAKLI (CARSI),BAHCE,10100,MUSTAKIL PARSEL,330.0,287.0,0,0,1,0,1,0,1,0
12162,166500,NIGDE,BOR,MEHMETCIK,M_A,7689,MUSTAKIL PARSEL,516.95,89.66666666666667,0,0,1,0,1,0,1,0
12164,1200000,IZMIR,KARABAGLAR,KAVACIK,BAG,8760,MUSTAKIL PARSEL,516.95,2.0,0,0,1,0,1,0,1,0
12165,925000,MUGLA,BODRUM,KARABAG,TARLA,3100,MUSTAKIL PARSEL,5433.0,146.4,0,0,0,0,1,0,1,0
